onset_time,pitch,velocity,voice_id
0.0,24,92,0
0.025,26,113,0
0.05,28,115,0
0.07500000000000001,30,109,0
0.1,32,104,0
0.125,34,81,0
0.15,36,115,0
0.175,38,97,0
0.19999999999999998,40,84,0
0.22499999999999998,42,98,0
0.24999999999999997,44,97,0
0.27499999999999997,46,111,0
0.3,48,100,0
0.325,50,89,0
0.35000000000000003,52,116,0
0.37500000000000006,54,101,0
0.4000000000000001,56,92,0
0.4250000000000001,58,96,0
0.4500000000000001,60,88,0
0.47500000000000014,62,103,0
0.5000000000000001,64,93,0
0.5250000000000001,66,87,0
0.5500000000000002,68,116,0
0.5750000000000002,70,98,0
0.6000000000000002,72,107,0
0.6250000000000002,74,109,0
0.6500000000000002,76,86,0
0.6750000000000003,78,105,0
0.7000000000000003,80,119,0
0.7250000000000003,82,90,0
0.7500000000000003,84,93,0
0.7750000000000004,86,100,0
0.8000000000000004,88,87,0
0.8250000000000004,90,82,0
0.8500000000000004,92,107,0
0.8750000000000004,94,108,0
0.9000000000000005,96,102,0
0.9250000000000005,96,97,1
0.9500000000000005,94,114,1
0.9750000000000005,92,92,1
1.0000000000000004,90,91,1
1.0250000000000004,88,84,1
1.0500000000000003,86,118,1
1.0750000000000002,84,90,1
1.1,82,90,1
1.125,80,110,1
1.15,78,110,1
1.1749999999999998,76,92,1
1.1999999999999997,74,93,1
1.2249999999999996,72,104,1
1.2499999999999996,70,112,1
1.2749999999999995,68,112,1
1.2999999999999994,66,94,1
1.3249999999999993,64,95,1
1.3499999999999992,62,117,1
1.3749999999999991,60,85,1
1.399999999999999,58,104,1
1.424999999999999,56,94,1
1.4499999999999988,54,83,1
1.4749999999999988,52,83,1
1.4999999999999987,50,109,1
1.5249999999999986,48,113,1
1.5499999999999985,46,106,1
1.5749999999999984,44,110,1
1.5999999999999983,42,111,1
1.6249999999999982,40,118,1
1.6499999999999981,38,88,1
1.674999999999998,36,87,1
1.699999999999998,34,93,1
1.7249999999999979,32,112,1
1.7499999999999978,30,102,1
1.7749999999999977,28,100,1
1.7999999999999976,26,91,1
1.8249999999999975,24,81,1
1.8499999999999974,24,92,2
1.8749999999999973,26,83,2
1.8999999999999972,28,99,2
1.9249999999999972,30,93,2
1.949999999999997,32,109,2
1.974999999999997,34,108,2
1.999999999999997,36,87,2
2.024999999999997,38,91,2
2.0499999999999967,40,117,2
2.0749999999999966,42,105,2
2.0999999999999965,44,81,2
2.1249999999999964,46,119,2
2.1499999999999964,48,93,2
2.1749999999999963,50,85,2
2.199999999999996,52,119,2
2.224999999999996,54,110,2
2.249999999999996,56,96,2
2.274999999999996,58,104,2
2.299999999999996,60,111,2
2.3249999999999957,62,91,2
2.3499999999999956,64,92,2
2.3749999999999956,66,98,2
2.3999999999999955,68,104,2
2.4249999999999954,70,110,2
2.4499999999999953,72,116,2
2.474999999999995,74,104,2
2.499999999999995,76,95,2
2.524999999999995,78,117,2
2.549999999999995,80,102,2
2.574999999999995,82,93,2
2.5999999999999948,84,85,2
2.6249999999999947,86,104,2
2.6499999999999946,88,102,2
2.6749999999999945,90,91,2
2.6999999999999944,92,92,2
2.7249999999999943,94,115,2
2.7499999999999942,96,118,2
2.774999999999994,96,113,3
2.799999999999994,94,85,3
2.824999999999994,92,117,3
2.849999999999994,90,119,3
2.874999999999994,88,87,3
2.8999999999999937,86,87,3
2.9249999999999936,84,119,3
2.9499999999999935,82,112,3
2.9749999999999934,80,113,3
2.9999999999999933,78,94,3
3.0249999999999932,76,115,3
3.049999999999993,74,114,3
3.074999999999993,72,101,3
3.099999999999993,70,102,3
3.124999999999993,68,119,3
3.149999999999993,66,101,3
3.1749999999999927,64,84,3
3.1999999999999926,62,110,3
3.2249999999999925,60,92,3
3.2499999999999925,58,107,3
3.2749999999999924,56,99,3
3.2999999999999923,54,112,3
3.324999999999992,52,95,3
3.349999999999992,50,108,3
3.374999999999992,48,102,3
3.399999999999992,46,103,3
3.424999999999992,44,113,3
3.4499999999999917,42,86,3
3.4749999999999917,40,117,3
3.4999999999999916,38,116,3
3.5249999999999915,36,83,3
3.5499999999999914,34,113,3
3.5749999999999913,32,101,3
3.599999999999991,30,84,3
3.624999999999991,28,102,3
3.649999999999991,26,94,3
3.674999999999991,24,110,3
3.699999999999991,24,88,4
3.7249999999999908,26,104,4
3.7499999999999907,28,104,4
3.7749999999999906,30,100,4
3.7999999999999905,32,88,4
3.8249999999999904,34,117,4
3.8499999999999903,36,101,4
3.8749999999999902,38,102,4
3.89999999999999,40,83,4
3.92499999999999,42,108,4
3.94999999999999,44,94,4
3.97499999999999,46,80,4
3.99999999999999,48,109,4
4.02499999999999,50,108,4
4.04999999999999,52,99,4
4.07499999999999,54,112,4
4.099999999999991,56,115,4
4.124999999999991,58,101,4
4.1499999999999915,60,92,4
4.174999999999992,62,86,4
4.199999999999992,64,87,4
4.2249999999999925,66,107,4
4.249999999999993,68,88,4
4.274999999999993,70,104,4
4.299999999999994,72,95,4
4.324999999999994,74,89,4
4.349999999999994,76,90,4
4.374999999999995,78,110,4
4.399999999999995,80,91,4
4.424999999999995,82,110,4
4.449999999999996,84,93,4
4.474999999999996,86,111,4
4.4999999999999964,88,96,4
4.524999999999997,90,114,4
4.549999999999997,92,80,4
4.5749999999999975,94,108,4
4.599999999999998,96,83,4
4.624999999999998,96,102,5
4.649999999999999,94,107,5
4.674999999999999,92,95,5
4.699999999999999,90,91,5
4.725,88,100,5
4.75,86,96,5
4.775,84,119,5
4.800000000000001,82,92,5
4.825000000000001,80,111,5
4.850000000000001,78,116,5
4.875000000000002,76,94,5
4.900000000000002,74,91,5
4.9250000000000025,72,94,5
4.950000000000003,70,113,5
4.975000000000003,68,85,5
5.0000000000000036,66,96,5
5.025000000000004,64,99,5
5.050000000000004,62,88,5
5.075000000000005,60,84,5
5.100000000000005,58,102,5
5.125000000000005,56,112,5
5.150000000000006,54,117,5
5.175000000000006,52,93,5
5.200000000000006,50,96,5
5.225000000000007,48,98,5
5.250000000000007,46,112,5
5.2750000000000075,44,80,5
5.300000000000008,42,92,5
5.325000000000008,40,106,5
5.3500000000000085,38,85,5
5.375000000000009,36,85,5
5.400000000000009,34,112,5
5.42500000000001,32,109,5
5.45000000000001,30,114,5
5.47500000000001,28,102,5
5.500000000000011,26,89,5
5.525000000000011,24,98,5
5.550000000000011,24,107,6
5.575000000000012,26,102,6
5.600000000000012,28,83,6
5.625000000000012,30,99,6
5.650000000000013,32,98,6
5.675000000000013,34,106,6
5.7000000000000135,36,113,6
5.725000000000014,38,83,6
5.750000000000014,40,117,6
5.775000000000015,42,86,6
5.800000000000015,44,86,6
5.825000000000015,46,105,6
5.850000000000016,48,105,6
5.875000000000016,50,98,6
5.900000000000016,52,88,6
5.925000000000017,54,99,6
5.950000000000017,56,95,6
5.975000000000017,58,96,6
6.000000000000018,60,101,6
6.025000000000018,62,92,6
6.0500000000000185,64,91,6
6.075000000000019,66,89,6
6.100000000000019,68,80,6
6.1250000000000195,70,111,6
6.15000000000002,72,109,6
6.17500000000002,74,87,6
6.200000000000021,76,100,6
6.225000000000021,78,101,6
6.250000000000021,80,97,6
6.275000000000022,82,81,6
6.300000000000022,84,88,6
6.325000000000022,86,82,6
6.350000000000023,88,105,6
6.375000000000023,90,100,6
6.4000000000000234,92,109,6
6.425000000000024,94,107,6
6.450000000000024,96,115,6
6.4750000000000245,96,105,7
6.500000000000025,94,113,7
6.525000000000025,92,87,7
6.550000000000026,90,89,7
6.575000000000026,88,93,7
6.600000000000026,86,119,7
6.625000000000027,84,94,7
6.650000000000027,82,96,7
6.675000000000027,80,97,7
6.700000000000028,78,111,7
6.725000000000028,76,117,7
