time,pitch,velocity,voice_id
4.020884265603988,60,512,2
4.05384201831375,86,512,1
4.079143606840189,60,512,2
4.084556567527814,27,512,1
4.146555145271527,60,512,2
4.209598079647986,60,512,2
4.255811626211762,24,512,1
4.266364407960127,60,512,2
4.270452186701015,32,512,1
4.307495782999713,85,512,1
4.331530415803846,60,512,2
4.4063281346262,60,512,2
4.489661467959533,60,512,2
4.572994801292866,60,512,2
4.617918178394643,16,512,1
4.647289580247989,60,512,2
4.71871815167656,60,512,2
4.786520617832146,60,512,2
4.819265876251557,73,512,1
4.8437916812796304,60,512,2
4.902188684563511,60,512,2
4.96451816011228,60,512,2
5.002238490659001,20,512,1
5.022353845129592,60,512,2
5.076562975675337,60,512,2
5.127762950736262,60,512,2
5.162768776481406,0,512,1
5.180702464988642,60,512,2
5.1992404175910085,13,512,1
5.240325996997536,60,512,2
5.302825996997536,60,512,2
5.365105993144888,60,512,2
5.422902379248095,60,512,2
5.47845793480365,60,512,2
5.5340134903592055,60,512,2
5.572372267917285,21,512,1
5.591751110337535,60,512,2
5.65361324295473,60,512,2
5.69575998417798,74,512,1
5.708726272365326,60,512,2
5.755716126894621,50,512,1
5.759166426891874,60,512,2
5.781995069273305,19,512,1
5.812310788901428,60,512,2
5.86711667370326,60,512,2
5.918098744458465,64,512,1
5.918816743983861,60,512,2
5.9661450501243545,60,512,2
6.007866122795192,60,512,2
6.023792285849554,0,512,1
6.0274112064928165,21,512,1
6.046798814072631,60,512,2
6.088244355930386,60,512,2
6.132747691613654,60,512,2
6.1782022370681995,60,512,2
6.223656782522745,60,512,2
6.2681543557832775,60,512,2
6.310956918434746,60,512,2
6.35300753945529,60,512,2
6.387069804612343,26,512,1
6.396599805071626,60,512,2
6.4419142795749105,60,512,2
6.487368825029456,60,512,2
6.532823370484002,60,512,2
6.578277915938548,60,512,2
6.61400851416754,46,512,1
6.623732461393094,60,512,2
6.6410079460300615,59,512,1
6.670189311763885,60,512,2
6.670230226047779,30,512,1
6.714508393713943,45,512,1
6.718741924949169,60,512,2
6.768741924949169,60,512,2
6.818741924949169,60,512,2
6.869696919635363,60,512,2
6.884808369780789,16,512,1
6.915776319540813,51,512,1
6.923442845081941,60,512,2
6.9358058835026775,21,512,1
6.975573053688796,85,512,1
6.983707663295033,60,512,2
6.995953850173096,12,512,1
7.060763868431883,60,512,2
7.12467865373896,60,512,2
7.1802342092945155,60,512,2
7.235789764850071,60,512,2
7.248669937600005,7,512,1
7.28922056937272,60,512,2
7.339765414019153,60,512,2
7.384436340375603,60,512,2
7.424330731269755,60,512,2
7.462792269731294,60,512,2
7.501253808192832,60,512,2
7.53971534665437,60,512,2
7.578176885115909,60,512,2
7.616638423577447,60,512,2
7.641401131757546,73,512,1
7.655099962038985,60,512,2
7.661821071388097,80,512,1
7.693561500500524,60,512,2
7.7317167928583626,86,512,1
7.732023038962062,60,512,2
7.7704845774236,60,512,2
7.8089461158851385,60,512,2
7.846377304347589,60,512,2
7.880035796273904,60,512,2
7.910897266087172,60,512,2
7.939754100320569,60,512,2
7.967237767724423,60,512,2
7.970903369605651,25,512,1
7.993529848616199,60,512,2
8.016104046669954,53,512,1
8.018774857156611,60,512,2
8.04214940378578,35,512,1
8.044011766843838,60,512,2
8.069574292810223,60,512,2
8.095475315477803,60,512,2
8.096233325508923,65,512,1
8.12172858507643,60,512,2
8.147746827396539,60,512,2
8.173417514827118,60,512,2
8.19875427181054,60,512,2
8.223769853117945,60,512,2
8.24937856852163,60,512,2
8.249502373538077,54,512,1
8.275677155080025,60,512,2
8.27638949385321,80,512,1
8.302723981994884,60,512,2
8.330628445198233,60,512,2
8.347055751725023,70,512,1
8.349993534995525,25,512,1
8.359900484740969,60,512,2
8.366974202672335,8,512,1
8.390758995433528,60,512,2
8.42348744133088,60,512,2
8.45630687826455,60,512,2
8.488434218121684,60,512,2
8.519911757090295,60,512,2
8.551161757090295,60,512,2
8.582411757090295,60,512,2
8.613661757090295,60,512,2
8.641854729095627,17,512,1
8.644647184972133,60,512,2
8.659979341105194,28,512,1
8.675048842213194,60,512,2
8.704898718073492,60,512,2
8.714177667821533,83,512,1
8.734310482779374,60,512,2
8.763722247485257,60,512,2
8.793134012191139,60,512,2
8.813843266471453,87,512,1
8.822545776897021,60,512,2
8.832589826515875,69,512,1
8.846007984464277,61,512,1
8.852352849609568,60,512,2
8.879427317741207,62,512,1
8.882699152814203,60,512,2
8.913614860356805,60,512,2
8.945966001012843,60,512,2
8.948007696871153,53,512,1
8.959277522831806,60,512,1
8.981273344476355,60,512,2
8.996229373829204,72,512,1
8.99894921441213,10,512,1
9.020491903022904,60,512,2
9.048095160747101,39,512,1
9.052813909605627,78,512,1
9.062882455599985,60,512,2
9.106853283634637,60,512,2
9.108944799309532,76,512,1
9.152592798057958,60,512,2
9.200329723971102,60,512,2
9.25031324320665,60,512,2
9.297918089021358,60,512,2
9.343458826987128,60,512,2
9.385584748555976,60,512,2
9.424918606167882,60,512,2
9.462598035810485,59,512,1
9.46338014462942,60,512,2
9.501841683090959,60,512,2
9.54024881096943,60,512,2
9.577555316739678,60,512,2
9.60770984292516,16,512,1
9.61385149983477,60,512,2
9.650658276390587,60,512,2
9.660245869164427,10,512,1
9.661300862401145,75,512,1
9.690721570920791,60,512,2
9.735054285605099,60,512,2
9.748542097744453,14,512,1
9.78200503560498,60,512,2
9.82432334801026,20,512,1
9.83112119211732,60,512,2
9.839645204722537,18,512,1
9.858940992036626,14,512,1
9.882727233650282,60,512,2
9.937236646590748,60,512,2
9.988546416032205,60,512,2
10.021854588746598,14,512,1
10.034967670088987,60,512,2
10.081914601741454,60,512,2
10.131026395394056,60,512,2
10.179521759065992,60,512,2
10.225838565170262,60,512,2
10.271293110624807,60,512,2
10.294988881534339,85,512,1
10.316747656079352,60,512,2
10.335342422059588,76,512,1
10.362904952927687,60,512,2
10.38693193940805,14,512,1
10.411116541770145,60,512,2
10.455412963352833,75,512,1
10.461116541770146,60,512,2
10.511116541770146,60,512,2
10.528172977699445,25,512,1
10.560566825624138,60,512,2
10.607711426786421,60,512,2
10.65192612352538,60,512,2
10.690161061330922,60,512,2
10.724392531560635,60,512,2
10.757192482337626,60,512,2
10.789301550784284,60,512,2
10.818462452920004,36,512,1
10.820761911453614,60,512,2
10.848670314961037,35,512,1
10.852844532115338,60,512,2
10.8863047704119,60,512,2
10.913591510296474,2,512,1
10.921333728100784,60,512,2
10.958170684695133,60,512,2
10.972375433249049,77,512,1
10.997121850377127,60,512,2
11.038589599731848,60,512,2
11.078958096295056,60,512,2
11.1180524185757,60,512,2
11.1559871769323,60,512,2
11.183308893629698,9,512,1
11.192860681970243,60,512,2
11.228758026656054,60,512,2
11.233592507478967,27,512,1
11.263753455600046,60,512,2
11.297912213558027,60,512,2
11.33129200681122,60,512,2
11.365335533660584,60,512,2
11.371221099139902,69,512,1
11.400186888226838,60,512,2
11.435901173941124,60,512,2
11.47161545965541,60,512,2
11.482542245798774,42,512,1
11.507329745369697,60,512,2
11.543231998493695,60,512,2
11.576726021182049,4,512,1
11.58008428270477,60,512,2
11.58661632350351,42,512,1
11.617965489318825,60,512,2
11.656765133857569,18,512,1
11.658090566179817,60,512,2
11.666669715169705,61,512,1
11.689771741842009,40,512,1
11.690904816952665,30,512,1
11.702506256835482,60,512,2
11.713270331615426,18,512,1
11.752506256835483,60,512,2
11.802506256835484,60,512,2
11.852133123811734,60,512,2
11.895370781350362,60,512,2
11.93424763392959,60,512,2
11.971721936846464,60,512,2
12.008172472962368,60,512,2
12.043886758676654,60,512,2
12.079601044390941,60,512,2
12.081957779856623,79,512,1
12.109270345447749,14,512,1
12.115315330105227,60,512,2
12.151029615819514,60,512,2
12.185809320532412,35,512,1
12.1867439015338,60,512,2
12.215224810404946,6,512,1
12.222458187248087,60,512,2
12.257608605339975,60,512,2
12.291911366600319,60,512,2
12.298059925497533,0,512,1
12.325425421871536,60,512,2
12.35820316326951,60,512,2
12.390291405148757,60,512,2
12.415566370579148,36,512,1
12.42173218376211,60,512,2
12.45298218376211,60,512,2
12.48423218376211,60,512,2
12.51548218376211,60,512,2
12.525353581018203,21,512,1
12.54673218376211,60,512,2
12.57798218376211,60,512,2
12.60923218376211,60,512,2
12.616951445540252,66,512,1
12.640663546334084,60,512,2
12.672728467206326,60,512,2
12.70264895447214,35,512,1
12.705466588048886,60,512,2
12.738799921382219,60,512,2
12.772133254715552,60,512,2
12.805466588048885,60,512,2
12.815329577865285,57,512,1
12.839044664732489,60,512,2
12.84557783417347,86,512,1
12.874208617740301,60,512,2
12.886900048907977,54,512,1
12.911202282732603,60,512,2
12.949335224276755,60,512,2
12.96399315915786,4,512,1
12.986390508316198,60,512,2
13.022455383039501,60,512,2
13.045068384317972,13,512,1
13.05760587042643,60,512,2
13.091908696049225,60,512,2
13.125422811311378,60,512,2
13.141617642113285,21,512,1
13.158200608804137,60,512,2
13.162085105143337,48,512,1
13.190288903287845,60,512,2
13.20805925400094,79,512,1
13.221729731364196,60,512,2
13.252979731364196,60,512,2
13.279327307404523,65,512,1
13.284229731364196,60,512,2
13.29487061918795,79,512,1
13.315479731364196,60,512,2
13.346729731364196,60,512,2
13.377979731364196,60,512,2
13.399658221611292,12,512,1
13.402777526237251,62,512,1
13.409229731364196,60,512,2
13.440123307107953,60,512,2
13.4698808436368,60,512,2
13.49862041203042,60,512,2
13.506950352288342,72,512,1
13.526440835053654,60,512,2
13.553816482290829,60,512,2
13.580787868335586,60,512,2
13.607372471969938,60,512,2
13.633485610515232,60,512,2
13.658905402866747,60,512,2
13.68368473294959,60,512,2
13.707870056775224,60,512,2
13.731769145912551,60,512,2
13.751338037362546,20,512,1
13.755944396901185,60,512,2
13.780405571012203,60,512,2
13.805163017003505,60,512,2
13.830227721751907,60,512,2
13.84959576644296,35,512,1
13.855611366629105,60,512,2
13.881326390437549,60,512,2
13.907386059862722,60,512,2
13.926517106478858,51,512,1
13.933908052521094,60,512,2
13.939562221906238,63,512,1
13.96119788960437,60,512,2
13.989325635598211,60,512,2
14.016372014767828,33,512,1
14.018372625997857,60,512,2
14.04810572904613,60,512,2
14.058824594404307,68,512,1
14.078374010060948,60,512,2
14.109207260335802,60,512,2
14.14082110647533,60,512,2
14.153532514084763,10,512,1
14.160983956496876,7,512,1
14.163548413602312,57,512,1
14.173751421336867,60,512,2
14.207692231478124,24,512,1
14.208174896624103,60,512,2
14.210104276993716,35,512,1
14.244098950500357,60,512,2
14.27292822036675,1,512,1
14.280974797759603,60,512,2
14.31888157915777,60,512,2
14.353721670238114,58,512,1
14.357343117619308,60,512,2
14.395804656080847,60,512,2
14.404960478386537,20,512,1
14.434266194542385,60,512,2
14.439189265336132,17,512,1
14.465578132254846,22,512,1
14.47603026140382,60,512,2
14.50164814815703,28,512,1
14.506852980160893,51,512,1
14.522676002725502,60,512,2
14.573836109444908,60,512,2
14.627611215370164,7,512,1
14.627822234913515,60,512,2
14.674014943158344,9,512,1
14.68337779046907,60,512,2
14.738933346024625,60,512,2
14.788107223018882,60,512,2
14.831050682140887,60,512,2
14.871666394170749,60,512,2
14.910984882281465,60,512,2
14.949124147406312,60,512,2
14.98618522892066,60,512,2
15.007234047655848,79,512,1
15.022255444471096,60,512,2
15.05854664213858,60,512,2
15.09581964884208,60,512,2
15.134157904709534,60,512,2
15.138251306676382,18,512,1
15.171634727972734,60,512,2
15.2080875816227,60,512,2
15.22421248053266,3,512,1
15.224961663840853,46,512,1
15.244219322195633,60,512,2
15.282341823888887,60,512,2
15.322817285830318,60,512,2
15.3637064690136,60,512,2
15.384296568127105,68,512,1
15.403272619243905,60,512,2
15.441350726485352,60,512,2
15.475471035512498,60,512,2
15.506684279146969,60,512,2
15.53586655855671,60,512,2
15.560570547211226,29,512,1
15.564087513234954,60,512,2
15.591437192163971,60,512,2
15.614288868788321,76,512,1
15.617992335946356,60,512,2
15.644816149702635,60,512,2
15.646196994401706,56,512,1
15.672434848370079,60,512,2
15.70092276172166,60,512,2
15.73036649059925,60,512,2
15.738278683752931,13,512,1
15.756541746014449,36,512,1
15.760867927782167,60,512,2
15.783495063720576,40,512,1
15.792548302817156,60,512,2
15.825553707772986,60,512,2
15.854039778762973,42,512,1
15.857788741593904,60,512,2
15.88873742744792,60,512,2
15.918544133553869,60,512,2
15.936690223372995,15,512,1
15.948280269361987,60,512,2
15.97855174888272,60,512,2
16.009388379016027,60,512,2
16.040097794702604,60,512,2
16.0691626044972,60,512,2
16.09682530829348,60,512,2
16.108705784250176,26,512,1
16.11750729506971,62,512,1
16.123273674729653,60,512,2
16.150250355242864,60,512,2
16.178035862184352,60,512,2
16.206706766084856,60,512,2
16.235549583641962,60,512,2
16.26217722599753,60,512,2
16.287041886036885,60,512,2
16.310458792731456,60,512,2
16.324476029402955,69,512,1
16.33318606545873,60,512,2
16.352769044873533,39,512,1
16.355913338186003,60,512,2
16.378640610913276,60,512,2
16.40136788364055,60,512,2
16.424123453615003,60,512,2
16.441176439881364,10,512,1
16.447360320413523,60,512,2
16.469841103190138,20,512,1
16.47111013764426,60,512,2
16.491298264489295,68,512,1
16.49540817081057,60,512,2
16.495597556836163,67,512,1
16.517314964903186,60,512,1
16.520293899793824,60,512,2
16.54555017394219,60,512,2
16.54759582410093,10,512,1
16.553140607949715,87,512,1
16.57113282095281,60,512,2
16.59705477169319,60,512,2
16.623329831666666,60,512,2
16.648710677669605,60,512,2
16.673147028400344,60,512,2
16.696738153602702,60,512,2
16.71956696826661,60,512,2
16.719791049379964,34,512,1
16.742093884874603,60,512,2
16.76439446752964,60,512,2
16.786475425912545,60,512,2
16.80077078011934,66,512,1
16.808343143987866,60,512,2
16.830321450302026,60,512,2
16.852955761351062,60,512,2
16.876307886900126,60,512,2
16.88766064776519,76,512,1
16.898742267241225,22,512,1
16.900449923121208,60,512,2
16.92542744719003,60,512,2
16.949217601409895,60,512,2
16.97197725071449,60,512,2
16.99383126673416,60,512,2
17.01488101722767,60,512,2
17.027076883263167,50,512,1
17.035975945554206,60,512,2
17.0562134449724,72,512,1
17.05745316495059,60,512,2
17.079334106049096,60,512,2
17.09703685977448,60,512,1
17.101642271341664,60,512,2
17.124352591111066,60,512,2
17.146831041784672,60,512,2
17.169084606503223,60,512,2
17.191119924118397,60,512,2
17.2129433125293,60,512,2
17.213304080038647,85,512,1
17.2207896916218,61,512,1
17.235183062146465,60,512,2
17.25833906027002,60,512,2
17.260636409092765,19,512,1
17.262202253013673,43,512,1
17.282532876830903,60,512,2
17.29829286799307,87,512,1
17.306944504561212,39,512,1
17.30791528189291,60,512,2
17.33412189624027,60,512,2
17.3560708957871,50,512,1
17.359973420953988,60,512,2
17.3854839709775,60,512,2
17.410666747938112,60,512,2
17.432715687647434,54,512,1
17.435534120938275,60,512,2
17.44406971909627,85,512,1
17.46009769837266,60,512,2
17.484368391961365,60,512,2
17.508356474007144,60,512,2
17.51482041058106,39,512,1
17.532261120940834,60,512,2
17.55644212392258,60,512,2
17.57833317071468,19,512,1
17.580909255774003,60,512,2
17.605672877787022,60,512,2
17.63060216738043,60,512,2
17.640870927667915,40,512,1
17.655225405158465,60,512,2
17.67029668223061,63,512,1
17.679553636930272,60,512,2
17.69274731525516,0,512,1
17.703597258172863,60,512,2
17.722581732541883,60,512,1
17.727488632880412,60,512,2
17.75001565105189,45,512,1
17.751938238825062,60,512,2
17.776986788897325,60,512,2
17.80268017076998,60,512,2
17.828848307454095,60,512,2
17.853657361717197,60,512,2
17.877302166282856,60,512,2
17.899934704706755,60,512,2
17.916786699566725,65,512,1
17.921676304053026,60,512,2
17.92502153609962,50,512,1
17.938736985934668,83,512,1
17.943622263746526,60,512,2
17.965781674024623,60,512,2
17.98694882373677,11,512,1
17.988160865627652,60,512,2
18.010766487900533,60,512,2
18.033273468685714,60,512,2
18.055333457462293,60,512,2
18.07697223182525,60,512,2
18.08429931077393,44,512,1
18.098213174749816,60,512,2
18.119077575615062,60,512,2
18.139910908948394,60,512,2
18.15430985220517,74,512,1
18.160744242281726,60,512,2
18.18157757561506,60,512,2
18.20241090894839,60,512,2
18.223244242281723,60,512,2
18.244077575615055,60,512,2
18.251544597472286,28,512,1
18.264910908948387,60,512,2
18.28574424228172,60,512,2
18.30657757561505,60,512,2
18.327410908948384,60,512,2
18.338417233617513,55,512,1
18.34688274235787,49,512,1
18.348244242281716,60,512,2
18.369077575615048,60,512,2
18.38038996012582,63,512,1
18.38991090894838,60,512,2
18.410744242281712,60,512,2
18.431861182517725,60,512,2
18.45355864954757,60,512,2
18.453748035677904,34,512,1
18.468267073597502,28,512,1
18.475886815928714,60,512,2
18.48385511904746,21,512,1
18.498903475524607,60,512,2
18.52267576091589,60,512,2
18.543023332493615,31,512,1
18.546485284725417,60,512,2
18.570294808534943,60,512,2
18.594104332344468,60,512,2
18.601652420504536,62,512,1
18.617913856153994,60,512,2
18.641928232383233,60,512,2
18.662013121078342,84,512,1
18.66569377361194,18,512,1
18.666222817628867,60,512,2
18.68906942808847,63,512,1
18.69080761503608,60,512,2
18.715693235932406,60,512,2
18.740118274102414,60,512,2
18.76369923304097,60,512,2
18.786518845338502,60,512,2
18.800936724207197,51,512,1
18.808635475225284,54,512,1
18.808647081212683,60,512,2
18.830550910947103,60,512,2
18.852883324492726,60,512,2
18.875670326603,60,512,2
18.898065893423418,34,512,1
18.898275189221216,3,512,1
18.89894065099137,60,512,2
18.9227261774924,60,512,2
18.92846968854223,71,512,1
18.945104324890202,60,512,1
18.94706243473195,60,512,2
18.95476843468334,85,512,1
18.97198921070062,60,512,2
18.997551300887693,60,512,2
19.023799433751226,60,512,2
19.04978966907555,60,512,2
19.049978208556997,7,512,1
19.050023175479225,66,512,1
19.07142850287319,7,512,1
19.07543346070755,60,512,2
19.10074436132482,60,512,2
19.110886047139886,8,512,1
19.125735060269935,60,512,2
19.150417458763517,60,512,2
19.174802736886416,60,512,2
19.19890141340688,60,512,2
19.222723399366117,60,512,2
19.231129316427065,33,512,1
19.246793376366167,60,512,2
19.271145528470328,60,512,2
19.295789977198236,60,512,2
19.32073746245734,60,512,2
19.339061110021547,52,512,1
19.342192739619463,12,512,1
19.345480904358595,60,512,2
19.369925033801923,60,512,2
19.394080497977438,60,512,2
19.394493497420626,9,512,1
19.4179573260403,60,512,2
19.441366501098532,60,512,2
19.464273563001967,60,512,2
19.486709705103955,60,512,2
19.50401445630938,30,512,1
19.508703007252908,60,512,2
19.53036018872793,60,512,2
19.551816099381508,60,512,2
19.573076265094784,60,512,2
19.594145962995118,60,512,2
19.615030236875164,60,512,2
19.632468238692287,63,512,1
19.635733911403353,60,512,2
19.65626160523966,60,512,2
19.67661774315809,60,512,2
19.687889324718036,14,512,1
19.693773136614343,55,512,1
19.696806567266343,60,512,2
19.706870192665313,28,512,1
19.71683214740359,60,512,2
19.736698390788785,60,512,2
19.75640905098456,60,512,2
19.775967736235163,60,512,2
19.789507727077606,46,512,1
19.794754066078795,82,512,1
19.795377917231093,60,512,2
19.814642934347884,60,512,2
19.833982622727596,60,512,2
19.8343272913605,46,512,1
19.85346807144001,60,512,2
19.87310261811081,60,512,2
19.885520693646843,30,512,1
19.89288972951405,60,512,2
19.91283300867038,60,512,2
19.91647713171094,86,512,1
19.9326297670924,60,512,2
19.952120972303295,60,512,2
19.971320417310142,60,512,2
19.990240884800453,60,512,2
20.008894248000697,60,512,2
20.023677859877893,56,512,1
20.02747397121033,60,512,2
20.035438057278995,46,512,1
20.043790940487053,23,512,1
20.04618286289609,60,512,2
20.059488459558647,34,512,1
20.065023648608463,60,512,2
20.083999150978187,60,512,2
20.103112294622118,60,512,2
20.122320071445,60,512,2
20.126775422674935,83,512,1
20.141387156559613,60,512,2
20.160316604246155,60,512,2
20.170763849450267,46,512,1
20.179111359697515,60,512,2
20.197774264402472,60,512,2
20.21630806119183,60,512,2
20.234389725071825,60,512,2
20.25201050467747,60,512,2
20.26920420397009,60,512,2
20.28600066915171,60,512,2
20.30242641029322,60,512,2
20.307803761236084,71,512,1
20.308985606047123,86,512,1
20.318580730944774,60,512,2
20.334905456971907,60,512,2
20.339373784382023,27,512,1
20.35140607742166,60,512,2
20.368088381829374,60,512,2
20.384958483725775,60,512,2
20.385307373553253,83,512,1
20.40202284655938,60,512,2
20.403656807483003,58,512,1
20.419252207816573,60,512,2
20.43315147039172,82,512,1
20.436379881768868,60,512,2
20.453407651339976,60,512,2
20.4703372478951,60,512,2
20.487170353306087,60,512,2
20.50390860191138,60,512,2
20.514699882681985,46,512,1
20.520553582377225,60,512,2
20.537106839466162,60,512,2
20.552302509207518,53,512,1
20.553569875718384,60,512,2
20.569944153051154,60,512,2
20.58623109428111,60,512,2
20.60243208457398,60,512,2
20.604596648704447,73,512,1
20.60928660287057,61,512,1
20.618573780693378,60,512,2
20.634800033227588,60,512,2
20.648976746727207,32,512,1
20.651112182693208,60,512,2
20.66391858296452,69,512,1
20.667511605366673,60,512,2
20.68399971463314,60,512,2
20.700577962401415,60,512,2
20.712191174795137,17,512,1
20.717247840589025,60,512,2
20.734010882681623,60,512,2
20.750868665371403,60,512,2
20.75792595116333,58,512,1
20.767822810279398,60,512,2
20.784874985767047,60,512,2
20.794582346504377,80,512,1
20.798542219063858,64,512,1
20.802026908842688,60,512,2
20.81924422062097,60,512,2
20.836259771643135,60,512,2
20.853080518915572,60,512,2
20.869713027743533,60,512,2
20.876343636889178,87,512,1
20.886163501973606,60,512,2
20.90243781129542,60,512,2
20.918579537257315,60,512,2
20.934805820104643,60,512,2
20.951118000366485,60,512,2
20.959013830966896,53,512,1
20.96751745433224,60,512,2
20.97392458186277,34,512,1
20.977610079235433,66,512,1
20.984005595400497,60,512,2
21.000583875494037,60,512,2
21.01725703219244,60,512,2
21.025738412541532,81,512,1
21.034117675299697,60,512,2
21.051172250267104,60,512,2
21.065059579077843,74,512,1
21.068427579621893,60,512,2
21.08589089453641,60,512,2
21.096795499271835,40,512,1
21.10356986987389,60,512,2
21.104366141898186,50,512,1
21.12144980882225,60,512,2
21.1343010287658,70,512,1
21.13944480497483,60,512,2
21.14763108363652,22,512,1
21.157557103576973,60,512,2
21.175789023762153,60,512,2
21.194142961998264,60,512,2
21.21071158285225,67,512,1
21.212621395743206,60,512,2
21.230950530455846,26,512,1
21.231314681190145,60,512,2
21.246936180575258,23,512,1
21.25027295701486,60,512,2
21.264632936533253,52,512,1
21.269507764919283,60,512,2
21.28903150689529,60,512,2
21.30885753755086,60,512,2
21.328928649803046,60,512,2
21.349162788326005,60,512,2
21.3630419871969,60,512,1
21.369563980115423,60,512,2
21.381911187095504,75,512,1
21.390136420447497,60,512,2
21.410884482879016,60,512,2
21.423029309056954,61,512,1
21.431908512622172,60,512,2
21.432714385776894,56,512,1
21.45331094579641,60,512,2
21.45984858402818,21,512,1
21.475112845717188,60,512,2
21.497337297214226,60,512,2
21.52000968826984,60,512,2
21.542532112502577,60,512,2
21.552653261376125,67,512,1
21.56129941372325,64,512,1
21.564828337257282,60,512,2
21.586905065624496,60,512,2
21.591590250037978,14,512,1
21.608768675422546,60,512,2
21.62728981061714,56,512,1
21.630591002772764,60,512,2
21.652623170646024,60,512,2
21.674871330966504,60,512,2
21.684353242215142,63,512,1
21.687270567616743,46,512,1
21.69734194163088,60,512,2
21.72004178821398,60,512,2
21.742978007692717,60,512,2
21.76615811442242,60,512,2
21.767036997796893,13,512,1
21.7755898063416,28,512,1
21.78959002863216,60,512,2
21.789670352753166,82,512,1
21.81328210774397,60,512,2
21.836941987235107,60,512,2
21.839524671167492,79,512,1
21.853097878592706,22,512,1
21.86033990832921,60,512,2
21.870708915759533,77,512,1
21.883484414342927,60,512,2
21.9001215677154,79,512,1
21.906383593137864,60,512,2
21.92924352815999,60,512,2
21.952591507516154,60,512,2
21.976459941063712,60,512,2
21.978779844970482,68,512,1
22.00088497434085,60,512,2
22.025873917054295,60,512,2
22.050554623775028,60,512,2
22.06671479148732,78,512,1
22.07493827072609,60,512,2
22.099035373134107,60,512,2
22.119412724483077,56,512,1
22.12285583878226,60,512,2
22.145477846944495,27,512,1
22.14591253386927,60,512,2
22.168256529860614,60,512,2
22.189950672401373,60,512,2
22.211049036196673,60,512,2
22.231978724900035,60,512,2
22.25309340006185,60,512,2
22.27076979467133,28,512,1
22.27439803996585,60,512,2
22.284303747497592,19,512,1
22.295897849847016,60,512,2
22.3175982766257,60,512,2
22.33933740706048,60,512,2
22.34676026288122,47,512,1
22.36107653749526,60,512,2
22.382815667930043,60,512,2
22.404554798364824,60,512,2
22.426293928799605,60,512,2
22.447723010152362,29,512,1
22.448033059234387,60,512,2
22.46977218966917,60,512,2
22.49151132010395,60,512,2
22.51325045053873,60,512,2
22.518398016067362,31,512,1
22.530083199422993,53,512,1
22.535242981797573,60,512,2
22.557669393644986,60,512,2
22.558071893188636,14,512,1
22.564383849801036,18,512,1
22.580556237476472,60,512,2
22.603932875758982,60,512,2
22.627742399568508,60,512,2
22.640137455540852,62,512,1
22.651551923378033,60,512,2
22.67536144718756,60,512,2
22.684247715304995,61,512,1
22.699170970997084,60,512,2
22.72298049480661,60,512,2
22.728050903185707,18,512,1
