Metric,H_statistic,p_value,Control_Mean,Control_SD,Pitch_Mean,Pitch_SD,Multi_Mean,Multi_SD,Separation_Ratio
VSS,12.315789473684205,0.0021167048049060854,3.1810583374343184,0.7395387271085381,4.091682727966065,0.9416506302937566,36.421418936791845,16.87022429192564,22.559540702734395
wVSS,15.157894736842096,0.0005110989388394336,0.9125599012465614,0.08758915669102094,1.9144588937394957,0.521566338456898,32.88166928854275,16.150469551969312,22.77132167608304
