segment_id,symbol,n_voices,mean_ioi_ms,std_ioi_ms,cv,coherence_score
1,A,2,100.0,0.0,0.0,1.0
2,B,2,99.83162077026968,50.939648675168044,0.5072829272334447,0.6639313338055911
3,A,2,100.0,0.0,0.0,1.0
4,A,2,100.0,0.0,0.0,1.0
5,B,2,98.62740539696387,52.106613371206684,0.5269921153104739,0.6552961417117189
6,A,2,100.0,0.0,0.0,1.0
7,B,2,95.20129564043634,46.50879518232244,0.48837594542921925,0.6719071947965454
8,A,2,100.0,0.0,0.0,1.0
