onset_time,pitch,velocity,voice_id,duration,base_ioi,raw_pitch,raw_velocity,tempo_ratio,trigger_time,compensation_ms
0.0,53,80,0,0.03,0.1,66.35794115854378,640.0,3.0,-0.017487781036168132,17.487781036168133
0.0,52,80,1,0.022500000000000003,0.1,52.82968268547879,640.0,4.0,-0.017487781036168132,17.487781036168133
0.025,69,80,1,0.022500000000000003,0.1,69.56535814557775,640.0,4.0,0.0075122189638318695,17.487781036168133
0.03333333333333333,45,80,0,0.03,0.1,58.230216945008834,640.0,3.0,0.0158455522971652,17.487781036168133
0.05,67,80,1,0.022500000000000003,0.1,67.81273939754836,640.0,4.0,0.03251221896383187,17.487781036168133
0.06666666666666667,55,80,0,0.03,0.1,68.29041328768886,640.0,3.0,0.049178885630498534,17.487781036168133
0.07500000000000001,59,80,1,0.022500000000000003,0.1,59.7324595972589,640.0,4.0,0.05751221896383188,17.487781036168133
0.1,67,80,0,0.03,0.1,79.49478216202273,640.0,3.0,0.08251221896383187,17.487781036168133
0.1,60,80,1,0.022500000000000003,0.1,61.50179050635241,640.0,4.0,0.08251221896383187,17.487781036168133
0.125,76,80,1,0.022500000000000003,0.1,76.35411066609184,640.0,4.0,0.10751221896383187,17.487781036168133
0.13333333333333333,45,80,0,0.03,0.1,57.0028368035413,640.0,3.0,0.1158455522971652,17.487781036168133
0.15,52,80,1,0.022500000000000003,0.1,52.42788622290138,640.0,4.0,0.13251221896383186,17.487781036168133
0.175,67,80,1,0.022500000000000003,0.1,67.00284647897648,640.0,4.0,0.15751221896383186,17.487781036168133
0.19999999999999998,57,80,1,0.022500000000000003,0.1,57.411934048846156,640.0,4.0,0.18251221896383185,17.487781036168133
0.24999999999999997,74,80,1,0.022500000000000003,0.1,74.06434370543603,640.0,4.0,0.23251221896383184,17.487781036168133
0.26666666666666666,41,80,0,0.03,0.1,53.990727860032614,640.0,3.0,0.24917888563049853,17.487781036168133
0.27499999999999997,69,80,1,0.022500000000000003,0.1,70.56532926704678,640.0,4.0,0.2575122189638318,17.487781036168133
0.3,53,80,0,0.03,0.1,66.94476855790035,640.0,3.0,0.28251221896383183,17.487781036168133
0.325,76,80,1,0.022500000000000003,0.1,76.71012873157541,640.0,4.0,0.30751221896383185,17.487781036168133
0.3333333333333333,41,80,0,0.03,0.1,54.06825353200048,640.0,3.0,0.31584555229716516,17.487781036168133
0.35000000000000003,60,80,1,0.022500000000000003,0.1,60.268849172899316,640.0,4.0,0.3325122189638319,17.487781036168133
0.37500000000000006,67,80,1,0.022500000000000003,0.1,68.72899803257553,640.0,4.0,0.3575122189638319,17.487781036168133
0.39999999999999997,50,80,0,0.03,0.1,63.09711707604524,640.0,3.0,0.3825122189638318,17.487781036168133
0.4000000000000001,55,80,1,0.022500000000000003,0.1,56.028585515603766,640.0,4.0,0.3825122189638319,17.487781036168133
0.4250000000000001,64,80,1,0.022500000000000003,0.1,64.14932931185206,640.0,4.0,0.40751221896383194,17.487781036168133
0.4333333333333333,23,80,0,0.03,0.1,35.51001286838019,640.0,3.0,0.41584555229716513,17.487781036168133
0.4500000000000001,57,80,1,0.022500000000000003,0.1,58.33416890409364,640.0,4.0,0.43251221896383196,17.487781036168133
0.4666666666666666,24,80,0,0.03,0.1,37.921051743833175,640.0,3.0,0.44917888563049846,17.487781036168133
0.47500000000000014,60,80,1,0.022500000000000003,0.1,61.24154835190679,640.0,4.0,0.457512218963832,17.487781036168133
0.49999999999999994,40,80,0,0.03,0.1,52.80271962571555,640.0,3.0,0.4825122189638318,17.487781036168133
0.5000000000000001,67,80,1,0.022500000000000003,0.1,67.61800992559249,640.0,4.0,0.482512218963832,17.487781036168133
0.5250000000000001,48,80,1,0.022500000000000003,0.1,49.52677525461155,640.0,4.0,0.507512218963832,17.487781036168133
0.5333333333333333,35,80,0,0.03,0.1,47.03576165971938,640.0,3.0,0.5158455522971652,17.487781036168133
0.5500000000000002,86,80,1,0.022500000000000003,0.1,86.78255712877389,640.0,4.0,0.532512218963832,17.487781036168133
0.5666666666666667,52,80,0,0.03,0.1,64.02236585721951,640.0,3.0,0.5491788856304985,17.487781036168133
0.5750000000000002,47,80,1,0.022500000000000003,0.1,47.122977516803815,640.0,4.0,0.5575122189638321,17.487781036168133
0.6,36,80,0,0.03,0.1,48.3772918333285,640.0,3.0,0.5825122189638319,17.487781036168133
0.6000000000000002,43,80,1,0.022500000000000003,0.1,44.45838575631703,640.0,4.0,0.5825122189638321,17.487781036168133
0.6250000000000002,74,80,1,0.022500000000000003,0.1,74.82381918080087,640.0,4.0,0.6075122189638321,17.487781036168133
0.6333333333333333,29,80,0,0.03,0.1,41.92251262290827,640.0,3.0,0.6158455522971652,17.487781036168133
0.6500000000000002,69,80,1,0.022500000000000003,0.1,70.13328248272558,640.0,4.0,0.6325122189638321,17.487781036168133
0.6666666666666666,65,80,0,0.03,0.1,78.7603042421959,640.0,3.0,0.6491788856304985,17.487781036168133
0.6750000000000003,67,80,1,0.022500000000000003,0.1,67.98873365826759,640.0,4.0,0.6575122189638322,17.487781036168133
0.7,45,80,0,0.03,0.1,57.11006335377235,640.0,3.0,0.6825122189638319,17.487781036168133
0.7250000000000003,59,80,1,0.022500000000000003,0.1,59.843241307559495,640.0,4.0,0.7075122189638322,17.487781036168133
