onset_time,pitch,velocity,voice_id,duration,base_ioi,raw_pitch,raw_velocity,tempo_ratio,trigger_time,compensation_ms
0.0,52,62,0,0.03,0.1,64.76845586890784,500.0,3.0,-0.020303030303030305,20.303030303030305
0.0,69,62,1,0.022500000000000003,0.1,69.16936627681189,500.0,4.0,-0.020303030303030305,20.303030303030305
0.025,50,62,1,0.022500000000000003,0.1,50.53702995517878,500.0,4.0,0.004696969696969696,20.303030303030305
0.03333333333333333,45,62,0,0.03,0.1,58.672662708756626,500.0,3.0,0.013030303030303027,20.303030303030305
0.05,64,62,1,0.022500000000000003,0.1,64.8388465489713,500.0,4.0,0.029696969696969697,20.303030303030305
0.06666666666666667,53,62,0,0.03,0.1,66.21780996576665,500.0,3.0,0.04636363636363636,20.303030303030305
0.1,62,62,0,0.03,0.1,74.62108662151705,500.0,3.0,0.0796969696969697,20.303030303030305
0.1,52,62,1,0.022500000000000003,0.1,52.388420810281495,500.0,4.0,0.0796969696969697,20.303030303030305
0.125,57,62,1,0.022500000000000003,0.1,58.972508544436245,500.0,4.0,0.10469696969696969,20.303030303030305
0.13333333333333333,45,62,0,0.03,0.1,57.752127602655975,500.0,3.0,0.11303030303030302,20.303030303030305
0.15,50,62,1,0.022500000000000003,0.1,50.06167370477401,500.0,4.0,0.1296969696969697,20.303030303030305
0.175,53,62,1,0.022500000000000003,0.1,54.68496666866705,500.0,4.0,0.1546969696969697,20.303030303030305
0.19999999999999998,62,62,0,0.03,0.1,75.16044302887096,500.0,3.0,0.1796969696969697,20.303030303030305
0.19999999999999998,48,62,1,0.022500000000000003,0.1,48.500372231147054,500.0,4.0,0.1796969696969697,20.303030303030305
0.22499999999999998,77,62,1,0.022500000000000003,0.1,78.86136127599734,500.0,4.0,0.20469696969696968,20.303030303030305
0.2333333333333333,55,62,0,0.03,0.1,67.36737339986793,500.0,3.0,0.21303030303030301,20.303030303030305
0.24999999999999997,60,62,1,0.022500000000000003,0.1,60.338530098928594,500.0,4.0,0.22969696969696968,20.303030303030305
0.26666666666666666,43,62,0,0.03,0.1,55.49304589502446,500.0,3.0,0.24636363636363637,20.303030303030305
0.27499999999999997,53,62,1,0.022500000000000003,0.1,53.28263512327118,500.0,4.0,0.25469696969696964,20.303030303030305
0.3,62,62,1,0.022500000000000003,0.1,62.05420714304853,500.0,4.0,0.27969696969696967,20.303030303030305
0.325,57,62,1,0.022500000000000003,0.1,58.92165072296803,500.0,4.0,0.3046969696969697,20.303030303030305
0.3333333333333333,43,62,0,0.03,0.1,55.55119014900036,500.0,3.0,0.313030303030303,20.303030303030305
