onset_time,pitch,velocity_xp,velocity,duration,voice_id,trigger_time
0.0,43,483.797623777377,60,0.084,0,-0.020615835777126102
0.0,81,476.14178532227584,60,0.05600000000000001,2,-0.020615835777126102
0.0,62,489.48054051811744,61,0.06720000000000001,1,-0.020459433040078204
0.05333333333333334,79,509.54992989758966,64,0.084,2,0.033343108504398825
0.064,64,497.05151609601694,62,0.1008,1,0.04369696969696969
0.08,45,495.95421675504224,62,0.126,0,0.05969696969696969
0.13333333333333333,81,573.7144415442286,72,0.028000000000000004,2,0.11459433040078201
0.16,77,541.4569362777626,68,0.028000000000000004,2,0.14063538611925708
0.16,62,576.8075592841886,72,0.033600000000000005,1,0.14126099706744868
0.18666666666666668,76,523.817820749503,65,0.028000000000000004,2,0.16683284457478006
0.192,65,553.968825165711,69,0.033600000000000005,1,0.17279178885630497
0.2,43,594.6983435199676,74,0.042,0,0.18157380254154448
0.21333333333333335,77,442.0011481354246,55,0.08533333333333334,2,0.19193548387096776
0.224,67,527.5826311774692,66,0.033600000000000005,1,0.2043225806451613
0.24000000000000002,47,571.4552098708183,71,0.042,0,0.2211045943304008
0.256,65,448.9459833632948,56,0.1024,1,0.2347585532746823
0.28,48,546.884711927656,68,0.042,0,0.26063538611925713
0.32,47,461.37289473923283,58,0.128,0,0.2990713587487781
0.37333333333333335,81,530.7320411710625,66,0.05600000000000001,2,0.35365591397849466
0.4266666666666667,83,533.8314350764979,67,0.084,2,0.4071456500488759
0.448,62,511.6322801158374,64,0.06720000000000001,1,0.4280097751710655
0.5066666666666667,81,605.3289146306574,76,0.028000000000000004,2,0.48855327468230697
0.512,60,538.2909426609249,67,0.1008,1,0.4924789833822092
0.5333333333333333,84,587.1184877748191,73,0.028000000000000004,2,0.5147507331378299
0.5599999999999999,43,531.0203969908563,66,0.084,0,0.5403225806451613
0.5599999999999999,86,582.2912209185984,73,0.028000000000000004,2,0.5414173998044965
0.5866666666666666,84,469.96630258667574,59,0.08533333333333334,2,0.5658944281524926
0.608,62,619.844732664973,77,0.033600000000000005,1,0.5900430107526882
0.6399999999999999,45,537.0574711528589,67,0.126,0,0.6204789833822091
