onset_time,pitch,velocity,voice_id,intended_onset,compensation_ms
2.3075517367836498,73,407,1,2.329594747536338,22.043010752688133
2.3584575513609467,54,618,0,2.3763754399239967,17.917888563049928
2.366236755825741,63,433,1,2.3877714576830233,21.53470185728247
2.4773545753953785,77,546,1,2.4966800885918596,19.325513196481097
2.4978244111614143,77,503,1,2.5179905890695276,20.16617790811324
2.5694909205945,59,598,0,2.587799816000169,18.308895405669773
2.573618498535799,78,480,1,2.594234334312925,20.615835777125994
2.6312709886452113,60,473,0,2.6520236768172545,20.752688172043236
2.666099107045942,82,477,1,2.686773593849461,20.674486803518903
2.672461635007006,59,513,1,2.6924323094938094,19.970674486803546
2.6997993683895585,63,427,1,2.7214513722996267,21.652003910068288
2.752726785823057,64,456,0,2.7738118298113266,21.085043988269717
2.78568061365587,59,407,0,2.807723624408558,22.043010752688133
2.7918573158376394,54,640,0,2.8093450968738076,17.487781036168144
2.817690631789786,79,508,1,2.8377590579872445,20.068426197458393
2.840024088625059,60,660,0,2.8571208628186073,17.0967741935483
2.8668298408252784,74,506,1,2.8869373677069987,20.107526881720332
2.8669409185218147,66,544,1,2.8863055324025577,19.364613880743036
2.8762730824123626,63,448,0,2.8975145291376805,21.241446725317473
2.9013976094968545,52,509,0,2.9214464853521815,20.048875855327424
2.914517380811501,63,667,1,2.9314773026101326,16.959921798631513
2.9241663400506956,65,495,0,2.944488920695857,20.32258064516145
3.023311970162337,57,557,0,3.0424224295953772,19.110459433039978
3.0895397371957225,65,497,0,3.109823217156622,20.283479960899513
3.096006166563709,73,455,0,3.1171107608941098,21.104594330400687
3.1585000478613563,60,433,0,3.1800347497186388,21.53470185728247
3.1689424291251957,76,584,1,3.187525029320699,18.582600195503346
3.173673354133436,71,648,1,3.1910047324325563,17.331378299120388
3.1856989879382773,68,404,0,3.2078006497173583,22.10166177908104
3.2160201255282623,73,472,1,3.2367923640424365,20.772238514174205
3.3206891525488853,70,422,1,3.3424389081696084,21.749755620723136
3.3478511885863225,68,604,1,3.366042781939206,18.1915933528835
3.3733770893726374,66,669,0,3.390297910487007,16.920821114369573
3.378407506693369,70,494,1,3.3987496376806616,20.34213098729242
3.391310084837119,53,679,0,3.4080354025301784,16.725317693059424
3.3923350647547847,58,597,0,3.410663510502585,18.328445747800743
3.4433133160936302,60,504,1,3.4634599436596125,20.14662756598227
3.486256819737524,63,531,1,3.5058755880659698,19.61876832844564
3.4875567726371113,63,430,0,3.5091501255207866,21.59335288367538
3.525410237209329,66,470,1,3.546221576407765,20.811339198436144
3.541984851028745,69,627,0,3.559726786512616,17.741935483870748
3.56284887879561,52,419,0,3.5846572854427263,21.8084066471165
3.571266718067869,77,663,1,3.5883048412350247,17.03812316715539
3.5774823821877764,64,643,0,3.5949115121975517,17.429130009775236
3.658779518785885,67,560,0,3.677831327192532,19.05180840664707
3.6846917024006234,83,510,1,3.70472102791382,20.029325513196454
3.7075987576109206,76,548,1,3.72688517012314,19.286412512219158
3.7124968773625344,70,481,1,3.7330931627975295,20.596285434995025
3.724120641064045,54,446,0,3.745401188473625,21.280547409579867
3.7260803915787983,65,684,0,3.742707957561203,16.627565982404576
3.72895117070264,60,656,0,3.746126146264712,17.174975562072177
3.74571413487905,49,671,0,3.762595855309158,16.881720430107634
3.81991905635186,72,563,1,3.8389122137321143,18.99315738025416
3.862706104684965,56,563,0,3.881699262065219,18.99315738025416
3.869895575220419,64,403,0,3.892016787341631,22.12121212121201
3.9044803997395503,70,513,1,3.924451074226354,19.970674486803546
3.98871565274153,58,567,1,4.00763060875326,18.914956011730283
4.082099025077705,56,423,0,4.103829230356297,21.730205278592166
4.131078698840973,71,659,1,4.148195023376652,17.11632453567927
4.153904752895415,58,501,0,4.17411003148779,20.20527859237518
4.1657990905629605,73,414,1,4.187705248920731,21.906158357771346
4.230072483597516,71,406,1,4.252135044692334,22.062561094819102
4.298071887300923,64,441,0,4.319450186421157,21.37829912023426
4.367984001777769,56,423,0,4.389714207056361,21.73020527859262
4.398325541593007,59,666,0,4.41530501373377,16.979472140762482
4.4871911087216585,65,601,1,4.505441353100935,18.25024437927641
4.488540341607303,84,519,1,4.508393714041321,19.85337243401773
4.526906248850753,62,588,0,4.545410647677732,18.504398826979923
4.541530731710927,56,554,0,4.56069984217036,19.169110459432886
4.574925499821519,75,694,1,4.591357562382613,16.432062561094426
4.603430470458921,76,684,1,4.620058036441327,16.62756598240503
4.606377524340248,78,490,1,4.626797856696064,20.420332355815844
4.607546574821216,70,624,1,4.625347161331479,17.80058651026411
4.615253844121228,65,423,0,4.636984049399821,21.73020527859262
4.637260728734181,51,577,0,4.655980181324601,18.719452590420588
4.699017017466392,63,678,1,4.715761885501584,16.744868035190848
4.896755036603319,69,542,0,4.916158751168323,19.40371456500452
4.905408701414522,77,472,1,4.926180939928696,20.772238514174205
4.944982120106205,64,579,1,4.963662472012364,18.68035190615865
4.95052024953969,54,411,0,4.972485058923855,21.964809384164255
4.963609301197339,76,508,1,4.983677727394797,20.068426197458393
5.016039766222079,71,607,1,5.034172708548569,18.132942326490593
5.035583353022071,57,668,0,5.052523724478571,16.940371456500543
5.095036891835185,67,594,0,5.113423988609378,18.387096774193196
5.097703062407883,67,559,1,5.116774421156661,19.07135874877804
5.1000605927679805,64,467,0,5.12093058299281,20.869990224829053
5.121351392086867,69,586,1,5.139894891598108,18.543499511241862
5.142407197576958,65,481,0,5.163003483011953,20.59628543499548
5.171415503846174,55,691,0,5.187906217433661,16.490713587487335
5.18444048521573,82,655,1,5.201635011119934,17.194525904203147
5.207650874465102,61,528,0,5.227328293819941,19.677419354839003
5.279584962445695,58,669,0,5.296505783560065,16.920821114369573
5.304007717500218,73,415,1,5.325894325515859,21.886608015640377
5.377366491690811,72,637,1,5.394912923753372,17.546432062561507
5.471709462310471,64,483,0,5.4922666470612045,20.55718475073354
5.499254115995099,77,521,1,5.519068387744856,19.81427174975579
5.503844242537398,63,684,1,5.520471808519803,16.62756598240503
5.522807387284094,53,474,0,5.543540525114007,20.733137829912266
5.628812114639849,78,532,1,5.648411332626164,19.599217986315125
5.727204250078688,71,638,1,5.744731131799119,17.526881720430538
5.745004813789343,65,620,1,5.762883601668132,17.87878787878799
5.751081857016279,52,616,0,5.769038846263591,17.956989247311867
5.760817050235445,52,410,0,5.78280140996174,21.984359726295224
5.787398654295586,71,589,1,5.805883502780435,18.484848484848044
5.82459961971976,59,586,0,5.843143119231002,18.543499511241862
5.846974230062163,69,438,1,5.868411180208791,21.43695014662717
5.902219979920523,62,413,0,5.924145688620425,21.925708699902316
5.910621244800218,68,574,1,5.929399348417031,18.778103616813496
5.916657673370398,77,549,1,5.935924535540487,19.266862170087734
5.924053976590755,73,652,1,5.941307153521351,17.253176930596055
5.990045523101687,57,455,0,6.011150117432088,21.104594330400687
6.036956404712566,76,471,1,6.057748193568871,20.791788856305175
6.053835615788577,56,429,0,6.075448519014383,21.612903225806804
6.076396027971012,55,550,0,6.095643339798968,19.247311827956764
6.114925231305513,77,553,1,6.134113892107077,19.188660801563856
6.133698855456996,68,697,0,6.150072266991698,16.373411534701518
6.161194428039369,74,507,1,6.181282404578958,20.087976539589363
6.169095209326818,68,664,1,6.186113782151843,17.01857282502442
6.210459010389416,71,591,0,6.228904758190002,18.445747800586105
6.221694357083716,63,522,1,6.24148907849134,19.79472140762482
6.256855701779672,73,500,1,6.277080530714178,20.22482893450615
6.272390344631685,58,663,0,6.28942846779884,17.03812316715539
6.298108192079224,51,498,0,6.318372121697992,20.26392961876809
6.329010799976535,53,413,0,6.350936508676438,21.925708699902316
6.398175699079535,61,402,0,6.420316461542877,22.14076246334298
6.418714884980578,70,446,1,6.439995432390157,21.280547409579412
6.431815880634088,62,516,0,6.451727904094499,19.912023460410637
6.4381931447999285,59,689,0,6.454722959071678,16.529814271750183
6.442759901097049,62,695,1,6.459172413316012,16.412512218963457
6.479114914225812,54,654,0,6.496328990472147,17.214076246334116
6.496872505219522,74,648,1,6.514203883518642,17.331378299119933
6.498742604801176,53,467,0,6.519612595026006,20.869990224829053
6.556099597490237,55,510,0,6.576128923003433,20.029325513196454
6.565694869464133,71,448,0,6.58693631618945,21.241446725317473
6.620025436617683,63,681,1,6.636711653626481,16.68621700879794
6.653632126168238,69,412,1,6.675577385210271,21.945259042033285
6.659864073428847,73,461,1,6.680851365706461,20.98729227761487
6.707403524602252,57,625,0,6.725184560770384,17.78103616813314
6.76312340242348,63,663,1,6.780161525590636,17.03812316715539
6.813868184005539,54,577,1,6.832587636595959,18.719452590420588
6.822731047135254,64,532,0,6.842330265121569,19.599217986315125
6.826070278813476,61,448,0,6.847311725538793,21.241446725317473
6.866633934951848,64,645,1,6.88402396427736,17.39002932551284
6.938925633128342,66,446,1,6.960206180537922,21.280547409579412
6.952083118652583,60,610,0,6.97015740995268,18.074291300097684
6.953762789770453,72,489,1,6.974202672468399,20.439882697946814
6.956523023339953,75,604,1,6.974714616692836,18.1915933528835
6.9642075605298075,50,644,0,6.981617140197452,17.40957966764381
7.002141890856603,60,638,0,7.019668772577034,17.526881720430538
7.051086245382276,74,445,1,7.072386343133986,21.300097751710382
7.103972076622963,56,623,0,7.121792213475358,17.82013685239508
7.141393842726176,71,597,1,7.159722288473976,18.328445747800288
7.17105533727745,74,542,1,7.1904590518424545,19.40371456500452
7.181352657738359,78,562,1,7.200365365460744,19.01270772238513
7.202815946122574,73,519,1,7.2226693185565916,19.85337243401773
7.244442173981259,69,692,0,7.260913337226615,16.471163245356365
7.262601149523815,73,548,1,7.281887562036033,19.286412512218703
7.276638518473504,64,541,0,7.29606178338064,19.42326490713549
7.303834364086862,75,415,1,7.325720972102503,21.886608015640377
7.329566743024196,56,453,0,7.350710438038858,21.143695014662626
7.355471914137562,64,535,1,7.3750124810974835,19.540566959922216
7.440458567825299,62,512,0,7.460448792654233,19.990224828934515
7.459172980648142,64,669,1,7.476093801762511,16.920821114369573
7.488698836056678,64,642,0,7.506147516408584,17.44868035190575
7.530424365142837,79,463,1,7.55137255673619,20.94819159335293
7.583578696648575,75,578,1,7.6022785988968655,18.699902248289618
7.588564073656756,67,548,0,7.607850486168974,19.286412512218703
7.607216378423524,70,646,1,7.624586857406905,17.370478983381872
7.614699192819505,69,442,1,7.636057941597608,21.35874877810329
7.65337849048429,69,588,1,7.671882889311269,18.504398826979923
7.664874901108526,63,621,1,7.682734138645182,17.85923753665702
7.673844287931098,80,456,1,7.694929331919369,21.085043988269717
7.679006889734887,58,464,0,7.699935530986108,20.92864125122196
7.690953711238733,64,422,0,7.712703466859457,21.74975562072359
7.704529804403523,62,618,0,7.722447692966574,17.917888563049928
7.846412020988365,71,663,1,7.863450144155521,17.03812316715539
7.896816830220361,56,564,0,7.915790437258485,18.97360703812319
7.928865723588528,58,550,0,7.948113035416484,19.247311827956764
7.95593177032148,74,597,1,7.974260216069281,18.328445747800288
7.976045397705433,69,608,1,7.994158789689792,18.113391984359623
7.978369064875588,74,471,1,7.999160853731894,20.791788856305175
8.01173096691853,76,675,1,8.028534485980114,16.803519061583756
8.015616174660744,65,455,0,8.036720768991145,21.104594330400687
8.048397402368163,78,654,1,8.065611478614498,17.214076246334116
8.112675780450337,71,699,1,8.129010091300776,16.33431085043958
8.12659098424713,56,609,0,8.144684825889358,18.093841642228654
8.139298991841661,68,561,1,8.158331249906178,19.0322580645161
8.153287495658297,62,566,0,8.172222002012159,18.934506353861252
8.154249889134165,80,502,1,8.17443561738441,20.18572825024421
8.206875596821412,55,556,0,8.226005606596583,19.130009775171857
8.22666303168551,67,504,1,8.246809659251491,20.14662756598227
8.267287114979705,52,507,0,8.287375091519294,20.087976539589363
8.289664263605543,66,689,1,8.306194077877292,16.529814271749274
8.36384423186211,71,540,1,8.383287047111379,19.44281524926737
8.426690548599726,61,406,0,8.448753109694545,22.062561094819102
8.475740768944204,73,474,1,8.496473906774115,20.733137829911357
8.488544563669691,74,651,1,8.505817290942419,17.272727272727934
8.566366032604117,67,626,0,8.584127518430119,17.761485826002172
8.602322115958513,74,565,1,8.621276172654506,18.954056695991312
8.607009521485049,78,684,1,8.623637087467452,16.62756598240412
8.653880566055193,56,673,0,8.670723185801037,16.842619745844786
8.667172427600828,76,639,1,8.684679758979128,17.50733137829957
8.683481407631,75,639,1,8.700988739009299,17.50733137829957
8.696411817041762,74,408,1,8.71843527745232,22.023460410557163
8.711560020543164,70,619,1,8.729458358764083,17.89833822091896
8.719002272348321,78,676,1,8.735786241067773,16.783968719451877
8.720358629644425,59,695,1,8.736771141863388,16.412512218963457
8.820116914150384,70,627,1,8.837858849634257,17.741935483871202
8.853239609220086,55,633,0,8.870864242651173,17.624633431085385
8.87089233339163,74,686,1,8.887480798689772,16.588465298142182
8.878420964607725,54,428,0,8.900053418175663,21.632453567937773
8.908649613443279,66,668,0,8.925589984899778,16.940371456499633
8.921359848104885,78,636,1,8.938925830509577,17.565982404692477
8.948480384495113,74,542,1,8.967884099060118,19.40371456500543
8.985695723148456,58,589,0,9.004180571633304,18.484848484848044
9.021440317371502,79,504,1,9.041586944937483,20.14662756598227
9.037211748552362,58,685,0,9.053819764192637,16.608015640273152
9.048034892636673,67,681,1,9.06472110964547,16.68621700879703
9.054931601431019,65,474,0,9.07566473926093,20.733137829911357
9.089535774557193,75,525,1,9.109271844938425,19.73607038123191
9.151757455502192,77,441,1,9.173135754622429,21.37829912023517
9.226728327176838,77,653,1,9.243961953765304,17.233626588465995
9.273202706525126,82,483,1,9.293759891275858,20.55718475073263
9.279899299574312,62,661,0,9.29697652342573,17.07722385141824
9.304398856116672,80,676,1,9.321182824836123,16.783968719451877
9.310168509004454,79,659,1,9.327284833540133,17.116324535680178
9.326905729312827,81,677,1,9.343670147690148,16.764418377320908
9.339934838382003,63,429,0,9.36154774160781,21.612903225806804
9.345921588247109,55,441,0,9.367299887367345,21.37829912023517
9.37820544692244,61,676,0,9.394989415641891,16.783968719451877
9.383485209948502,60,572,0,9.402302414249576,18.817204301074526
9.394716513962708,70,515,0,9.41464808776525,19.931573802541607
9.408794008822163,58,496,0,9.429097039125192,20.303030303030027
9.427877407664836,67,540,1,9.447320222914103,19.44281524926737
9.483360830485639,65,562,1,9.502373538208024,19.01270772238604
9.487254265074487,56,572,0,9.506071469375561,18.817204301074526
9.530793569095284,66,621,0,9.54865280663194,17.85923753665702
9.59158305759398,57,495,0,9.611905638239142,20.322580645160997
9.603759361933331,67,475,0,9.624472949421111,20.713587487780387
9.619005244988324,63,655,0,9.636199770892528,17.194525904204056
9.67402984595017,73,477,1,9.69470433275369,20.674486803518448
9.67491196420663,71,608,0,9.69302535619099,18.113391984359623
9.678202093872368,65,632,0,9.695846277645586,17.644183773216355
9.711620699039608,64,589,0,9.730105547524456,18.484848484848044
9.727535564442702,50,695,0,9.743948076661665,16.412512218963457
9.823425521600527,65,481,1,9.84402180703552,20.59628543499457
9.838782155964267,63,628,0,9.856504541106007,17.722385141740233
9.842249152402706,57,626,0,9.860010638228708,17.761485826002172
9.851461195397732,70,445,1,9.872761293149445,21.30009775171129
9.8590127536653,62,603,1,9.877223897360315,18.21114369501447
9.887407236233518,51,632,0,9.905051420006734,17.644183773216355
9.94972125441452,79,683,1,9.966368370739055,16.64711632453509
9.959214028109523,72,505,1,9.979341105333376,20.127077223851302
9.980278806293175,68,521,1,10.00009307804293,19.81427174975579
9.989889882688637,63,750,1,10.005227126090396,15.337243401760134
9.992930667502828,63,619,1,10.010829005723746,17.89833822091896
10.019881719274808,66,766,1,10.034906157202473,15.024437927664621
10.033505465532295,78,638,1,10.051032347252725,17.526881720430538
10.036441097561692,68,584,1,10.055023697757195,18.58260019550289
10.052180261180196,49,799,1,10.066559537817536,14.379276637340809
10.05485907228243,78,642,1,10.072307752634337,17.44868035190666
10.05848203848351,51,899,1,10.070906280907751,12.424242424242038
10.062782553382412,31,685,1,10.079390569022685,16.608015640273152
10.066919173741645,71,749,1,10.082275967485536,15.356793743891103
10.07050826925177,51,516,1,10.09042029271218,19.912023460410637
10.072715453050291,70,830,1,10.086488669081572,13.773216031280754
10.073286899909967,71,528,0,10.092964319264805,19.677419354839003
10.076712514390733,51,668,0,10.093652885847233,16.940371456499633
10.078618201061216,46,596,0,10.096966197151147,18.347996089931257
10.082663375262507,61,687,0,10.099232290218518,16.568914956011213
10.089860100099132,66,532,1,10.109459318085449,19.599217986315125
10.12248146802785,62,617,1,10.140418906933032,17.937438905180898
10.13532707088944,57,603,0,10.153538214584454,18.21114369501447
10.136418491508493,62,690,1,10.152928755438111,16.510263929618304
10.153230518371442,55,806,1,10.167472942613866,14.242424242424022
10.158741621906751,62,724,0,10.174587174203916,15.84555229716534
10.15928557743237,53,629,0,10.176988412231978,17.702834799609263
10.173145834020739,74,718,0,10.189108688370691,15.962854349951158
10.175947464151259,64,833,1,10.189662029156146,13.714565004887845
10.179799995783823,45,832,0,10.193534111130841,13.734115347018815
10.179919924502377,41,519,1,10.199773296936396,19.85337243401773
10.187326145136463,48,554,0,10.206495255595897,19.169110459433796
10.188020201915807,46,659,0,10.205136526451486,17.116324535680178
10.20421131506352,59,863,0,10.217339369804478,13.12805474095876
10.213549821403248,53,733,1,10.229219420621236,15.669599217986615
10.225068239249783,55,581,1,10.24370949047168,18.6412512218958
10.228150241015557,62,770,0,10.243096477574696,14.946236559138924
10.230451801450544,64,655,0,10.247646327354747,17.194525904204056
10.230981598652113,77,603,1,10.249192742347129,18.21114369501447
10.238456476845101,50,742,1,10.253950122983909,15.49364613880789
10.23977615762762,50,874,0,10.252689158605136,12.913000977516276
10.244464479423437,51,763,1,10.259547568377496,15.08308895405753
10.246006102002486,60,531,0,10.265624870330932,19.618768328446095
10.247655598962753,61,621,0,10.26551483649941,17.85923753665702
10.251890228641233,61,664,0,10.26890880146626,17.01857282502533
10.253526578014284,56,722,1,10.269411230995711,15.88465298142728
10.271873464530453,47,644,0,10.289283044198097,17.40957966764472
10.292151749665365,58,754,0,10.3074107916986,15.259042033236256
10.29604192194886,38,608,1,10.314155313933218,18.113391984359623
10.296810127361379,65,766,1,10.311834565289043,15.024437927664621
10.314361884051342,83,600,1,10.33263167877275,18.26979472140738
10.318361811931428,55,667,1,10.33532173373006,16.959921798630603
10.319142012188083,61,847,0,10.332582872403137,13.440860215054272
10.322950940923278,74,887,0,10.335609787453091,12.658846529813673
10.330834656659574,58,790,0,10.345389886376093,14.555229716519534
10.35251496062718,71,848,0,10.365936270500104,13.421309872923302
10.369173338638062,64,700,1,10.38548809914637,16.31476050830861
10.381484233187496,65,596,1,10.399832229277429,18.347996089931257
10.38298194400507,65,521,1,10.402796215754826,19.81427174975579
10.385140559522274,60,675,1,10.401944078583856,16.803519061582847
10.387824352932652,61,657,1,10.404979778152594,17.155425219942117
10.402348959338857,81,848,0,10.41577026921178,13.421309872923302
10.430004904214506,69,542,1,10.449408618779511,19.40371456500543
10.435373421216736,52,649,1,10.452685249173726,17.311827956989873
10.438869894180316,55,667,1,10.455829815978946,16.959921798630603
10.443117276906706,66,530,1,10.462755595577285,19.638318670577064
10.447454654148842,59,778,0,10.462244487970933,14.789833822091168
10.450782800520749,75,633,0,10.468407433951834,17.624633431085385
10.469206570996839,64,873,0,10.482139122316486,12.932551319647246
10.474946668895988,46,536,1,10.494467685513781,19.521016617791247
10.481967838257432,47,705,0,10.498184847055086,16.21700879765376
10.483563249618232,49,683,1,10.500210365942767,16.64711632453509
10.486337190790303,57,853,1,10.499660748952572,13.323558162268455
10.497982347040956,56,732,0,10.513671496601074,15.689149560117585
10.506516748296116,78,695,0,10.522929260515081,16.412512218963457
10.509107258731701,51,693,1,10.525558871634926,16.451612903225396
10.519786941167958,56,716,1,10.535788896202172,16.001955034213097
10.52342846766415,38,748,0,10.538804811750174,15.376344086022073
10.524898553703506,52,716,0,10.54090050873772,16.001955034213097
10.527381077282893,44,888,1,10.540020373470576,12.639296187682703
10.532720030632161,49,813,1,10.546825602479668,14.105571847507235
10.535022617735372,60,663,1,10.55206074090253,17.0381231671563
10.539212833855355,51,707,0,10.555390741968747,16.177908113391823
10.545157461528346,54,574,1,10.563935565145158,18.778103616812587
10.551710197396005,52,687,1,10.568279112352016,16.568914956011213
10.55213593355902,50,618,0,10.57005382212207,17.917888563049928
10.56063346384259,60,619,1,10.578531802063509,17.89833822091896
10.565913493283567,61,576,1,10.584652496216119,18.739002932550648
10.598581841701,67,700,1,10.614896602209308,16.31476050830861
10.604156554205685,62,663,1,10.621194677372841,17.0381231671563
10.61166412584491,39,717,1,10.627646530536992,15.982404692082127
10.611782623039826,68,513,0,10.631753297526629,19.970674486803546
10.626435225069695,66,767,0,10.641440112655228,15.004887585533652
10.637373735344877,46,897,1,10.64983707845338,12.463343108503977
10.640954523284512,73,609,0,10.659048364926742,18.093841642228654
10.64436627750095,37,828,1,10.658178594216494,13.812316715542693
10.646068682990485,36,725,1,10.66189468494552,15.826001955034371
10.648346723545929,80,507,1,10.668434700085518,20.087976539589363
10.655865872855122,54,657,1,10.673021298075064,17.155425219942117
10.663613812711949,63,654,1,10.680827888958284,17.214076246335026
10.66846253485592,52,522,1,10.688257256263546,19.79472140762482
10.6720206399777,66,857,0,10.685265996771445,13.245356793744577
10.68822897313319,49,874,0,10.701141974110708,12.913000977516276
10.699222240896853,53,830,0,10.712995456928134,13.773216031280754
10.737104612897701,63,831,0,10.75085827858685,13.753665689149784
10.738254407090299,50,660,1,10.755351181283848,17.09677419354921
10.746181602833099,53,680,1,10.762887370184028,16.705767350928
10.75670582982283,67,680,0,10.773411597173757,16.705767350928
10.766957811474347,45,629,0,10.784660646273956,17.702834799609263
